name,perc_no_hc,perc_hc
"St. Charles Parish, Louisiana",0.139635916,0.860364084
"St. Helena Parish, Louisiana",0.197617509,0.802382491
"St. James Parish, Louisiana",0.141717308,0.858282692
"St. John the Baptist Parish, Louisiana",0.143186172,0.856813828
"St. Landry Parish, Louisiana",0.152115375,0.847884625
"St. Martin Parish, Louisiana",0.152592253,0.847407747
"St. Mary Parish, Louisiana",0.199287586,0.800712414
"St. Tammany Parish, Louisiana",0.133358914,0.866641086
"Tangipahoa Parish, Louisiana",0.174025003,0.825974997
"Tensas Parish, Louisiana",0.382804288,0.617195712
"Terrebonne Parish, Louisiana",0.171055124,0.828944876
"Union Parish, Louisiana",0.187013455,0.812986545
"Vermilion Parish, Louisiana",0.155775963,0.844224037
"Vernon Parish, Louisiana",0.130461776,0.869538224
"Washington Parish, Louisiana",0.187497222,0.812502778
"Webster Parish, Louisiana",0.189493433,0.810506567
"West Baton Rouge Parish, Louisiana",0.121863799,0.878136201
"West Carroll Parish, Louisiana",0.367851479,0.632148521
"West Feliciana Parish, Louisiana",0.141579351,0.858420649
"Winn Parish, Louisiana",0.179958945,0.820041055
"Androscoggin County, Maine",0.094425441,0.905574559
"Aroostook County, Maine",0.108238538,0.891761462
"Cumberland County, Maine",0.086090972,0.913909028
"Franklin County, Maine",0.118645741,0.881354259
"Hancock County, Maine",0.154100541,0.845899459
"Kennebec County, Maine",0.091957274,0.908042726
"Knox County, Maine",0.135290166,0.864709834
"Lincoln County, Maine",0.119618924,0.880381076
"Oxford County, Maine",0.123511071,0.876488929
"Penobscot County, Maine",0.112848949,0.887151051
"Piscataquis County, Maine",0.136995097,0.863004903
"Sagadahoc County, Maine",0.086234586,0.913765414
"Somerset County, Maine",0.121160643,0.878839357
"Waldo County, Maine",0.122929426,0.877070574
"Washington County, Maine",0.132135904,0.867864096
"York County, Maine",0.091154228,0.908845772
"Allegany County, Maryland",0.082376319,0.917623681
"Anne Arundel County, Maryland",0.070239167,0.929760833
"Baltimore County, Maryland",0.090207838,0.909792162
"Calvert County, Maryland",0.064337467,0.935662533
"Caroline County, Maryland",0.127564122,0.872435878
"Carroll County, Maryland",0.052650358,0.947349642
"Cecil County, Maryland",0.086359839,0.913640161
"Charles County, Maryland",0.063011335,0.936988665
"Dorchester County, Maryland",0.094404181,0.905595819
"Frederick County, Maryland",0.072950664,0.927049336
"Garrett County, Maryland",0.125310132,0.874689868
"Harford County, Maryland",0.054072104,0.945927896
"Howard County, Maryland",0.068171716,0.931828284
"Kent County, Maryland",0.0927095,0.9072905
"Montgomery County, Maryland",0.111600242,0.888399758
"Prince George's County, Maryland",0.148419753,0.851580247
"Queen Anne's County, Maryland",0.051097329,0.948902671
"St. Mary's County, Maryland",0.076227574,0.923772426
"Somerset County, Maryland",0.123289584,0.876710416
"Talbot County, Maryland",0.105840292,0.894159708
"Washington County, Maryland",0.090349876,0.909650124
"Wicomico County, Maryland",0.11492456,0.88507544
"Worcester County, Maryland",0.104811469,0.895188531
"Baltimore city, Maryland",0.116451539,0.883548461
"Barnstable County, Massachusetts",0.048419963,0.951580037
"Berkshire County, Massachusetts",0.033183106,0.966816894
"Bristol County, Massachusetts",0.040702344,0.959297656
"Dukes County, Massachusetts",0.077691256,0.922308744
"Essex County, Massachusetts",0.042006083,0.957993917
"Franklin County, Massachusetts",0.0352451,0.9647549
"Hampden County, Massachusetts",0.043624139,0.956375861
"Hampshire County, Massachusetts",0.032567592,0.967432408
"Middlesex County, Massachusetts",0.034323245,0.965676755
"Nantucket County, Massachusetts",0.069879518,0.930120482
"Norfolk County, Massachusetts",0.024546002,0.975453998
"Plymouth County, Massachusetts",0.036179312,0.963820688
"Suffolk County, Massachusetts",0.054675326,0.945324674
"Worcester County, Massachusetts",0.034915887,0.965084113
"Alcona County, Michigan",0.115741618,0.884258382
"Alger County, Michigan",0.116129032,0.883870968
"Allegan County, Michigan",0.103520615,0.896479385
"Alpena County, Michigan",0.122879302,0.877120698
"Antrim County, Michigan",0.133686614,0.866313386
"Arenac County, Michigan",0.122434258,0.877565742
"Baraga County, Michigan",0.099615089,0.900384911
"Barry County, Michigan",0.093771845,0.906228155
"Bay County, Michigan",0.099111827,0.900888173
"Benzie County, Michigan",0.134906861,0.865093139
"Berrien County, Michigan",0.12111147,0.87888853
"Branch County, Michigan",0.127442997,0.872557003
"Calhoun County, Michigan",0.114619918,0.885380082
"Cass County, Michigan",0.132062733,0.867937267
"Charlevoix County, Michigan",0.108344967,0.891655033
"Cheboygan County, Michigan",0.145199796,0.854800204
"Chippewa County, Michigan",0.134066314,0.865933686
"Clare County, Michigan",0.148957168,0.851042832
"Clinton County, Michigan",0.076067451,0.923932549
"Crawford County, Michigan",0.099547841,0.900452159
"Delta County, Michigan",0.118389637,0.881610363
"Dickinson County, Michigan",0.094151546,0.905848454
"Eaton County, Michigan",0.089514995,0.910485005
"Emmet County, Michigan",0.122952328,0.877047672
"Genesee County, Michigan",0.095001226,0.904998774
"Gladwin County, Michigan",0.148107256,0.851892744
"Gogebic County, Michigan",0.151646091,0.848353909
"Grand Traverse County, Michigan",0.116094349,0.883905651
"Gratiot County, Michigan",0.112708818,0.887291182
"Hillsdale County, Michigan",0.140946323,0.859053677
"Houghton County, Michigan",0.102929424,0.897070576
"Huron County, Michigan",0.104269677,0.895730323
"Ingham County, Michigan",0.08797513,0.91202487
"Ionia County, Michigan",0.096498847,0.903501153
"Iosco County, Michigan",0.123461691,0.876538309
"Iron County, Michigan",0.110410935,0.889589065
"Isabella County, Michigan",0.119786081,0.880213919
"Jackson County, Michigan",0.111347732,0.888652268
"Kalamazoo County, Michigan",0.097649951,0.902350049
"Kalkaska County, Michigan",0.14248917,0.85751083
"Kent County, Michigan",0.103863237,0.896136763
"Keweenaw County, Michigan",0.082065468,0.917934532
"Lake County, Michigan",0.150495942,0.849504058
"Lapeer County, Michigan",0.110229134,0.889770866
"Leelanau County, Michigan",0.108724832,0.891275168
"Lenawee County, Michigan",0.102819686,0.897180314
"Livingston County, Michigan",0.076452566,0.923547434
"Luce County, Michigan",0.135184509,0.864815491
"Mackinac County, Michigan",0.162293133,0.837706867
"Macomb County, Michigan",0.105102184,0.894897816
"Manistee County, Michigan",0.126084912,0.873915088
"Marquette County, Michigan",0.118621533,0.881378467
"Mason County, Michigan",0.128690573,0.871309427
"Mecosta County, Michigan",0.131099121,0.868900879
"Menominee County, Michigan",0.117697047,0.882302953
"Midland County, Michigan",0.08908399,0.91091601
"Missaukee County, Michigan",0.126101285,0.873898715
"Monroe County, Michigan",0.081714217,0.918285783
"Montcalm County, Michigan",0.132577445,0.867422555
"Montmorency County, Michigan",0.137519957,0.862480043
"Muskegon County, Michigan",0.104387619,0.895612381
"Newaygo County, Michigan",0.129603563,0.870396437
"Oakland County, Michigan",0.092649669,0.907350331
"Oceana County, Michigan",0.141279003,0.858720997
"Ogemaw County, Michigan",0.121560828,0.878439172
"Ontonagon County, Michigan",0.138688422,0.861311578
"Osceola County, Michigan",0.140910472,0.859089528
"Oscoda County, Michigan",0.202192879,0.797807121
"Otsego County, Michigan",0.118985967,0.881014033
"Ottawa County, Michigan",0.077156056,0.922843944
"Presque Isle County, Michigan",0.123747881,0.876252119
"Roscommon County, Michigan",0.132956922,0.867043078
"Saginaw County, Michigan",0.100130621,0.899869379
"St. Clair County, Michigan",0.107807808,0.892192192
"St. Joseph County, Michigan",0.119929804,0.880070196
"Sanilac County, Michigan",0.146499393,0.853500607
"Schoolcraft County, Michigan",0.128314279,0.871685721
"Shiawassee County, Michigan",0.113863965,0.886136035
"Tuscola County, Michigan",0.11354999,0.88645001
"Van Buren County, Michigan",0.137383937,0.862616063
"Washtenaw County, Michigan",0.070994703,0.929005297
"Wayne County, Michigan",0.139376092,0.860623908
"Wexford County, Michigan",0.131150066,0.868849934
"Aitkin County, Minnesota",0.082815472,0.917184528
"Anoka County, Minnesota",0.073800163,0.926199837
"Becker County, Minnesota",0.116621655,0.883378345
"Beltrami County, Minnesota",0.141531789,0.858468211
"Benton County, Minnesota",0.092967633,0.907032367
"Big Stone County, Minnesota",0.055181962,0.944818038
"Blue Earth County, Minnesota",0.065341971,0.934658029
"Brown County, Minnesota",0.059185212,0.940814788
"Carlton County, Minnesota",0.07598749,0.92401251
"Carver County, Minnesota",0.048585237,0.951414763
"Cass County, Minnesota",0.102187202,0.897812798
"Chippewa County, Minnesota",0.103697549,0.896302451
"Chisago County, Minnesota",0.073864502,0.926135498
"Clay County, Minnesota",0.06815324,0.93184676
"Clearwater County, Minnesota",0.137037037,0.862962963
"Cook County, Minnesota",0.100990484,0.899009516
"Cottonwood County, Minnesota",0.063039498,0.936960502
"Crow Wing County, Minnesota",0.090689899,0.909310101
"Dakota County, Minnesota",0.066181114,0.933818886
"Dodge County, Minnesota",0.060948306,0.939051694
"Douglas County, Minnesota",0.072634854,0.927365146
"Faribault County, Minnesota",0.074878537,0.925121463
"Fillmore County, Minnesota",0.095654297,0.904345703
"Freeborn County, Minnesota",0.082535846,0.917464154
"Goodhue County, Minnesota",0.082817507,0.917182493
"Grant County, Minnesota",0.069251609,0.930748391
"Hennepin County, Minnesota",0.087181474,0.912818526
"Houston County, Minnesota",0.054598164,0.945401836
"Hubbard County, Minnesota",0.094587313,0.905412687
"Isanti County, Minnesota",0.081840757,0.918159243
"Itasca County, Minnesota",0.098187853,0.901812147
"Jackson County, Minnesota",0.066712789,0.933287211
"Kanabec County, Minnesota",0.097067302,0.902932698
"Kandiyohi County, Minnesota",0.079556898,0.920443102
"Kittson County, Minnesota",0.080191912,0.919808088
"Koochiching County, Minnesota",0.093959732,0.906040268
"Lac qui Parle County, Minnesota",0.053848363,0.946151637
"Lake County, Minnesota",0.072922555,0.927077445
"Lake of the Woods County, Minnesota",0.082610913,0.917389087
"Le Sueur County, Minnesota",0.066269438,0.933730562
"Lincoln County, Minnesota",0.069002123,0.930997877
"Lyon County, Minnesota",0.065316555,0.934683445
"McLeod County, Minnesota",0.077449447,0.922550553
"Mahnomen County, Minnesota",0.169943046,0.830056954
"Marshall County, Minnesota",0.077235338,0.922764662
"Martin County, Minnesota",0.084668869,0.915331131
"Meeker County, Minnesota",0.087487417,0.912512583
"Mille Lacs County, Minnesota",0.093651668,0.906348332
"Morrison County, Minnesota",0.079847328,0.920152672
"Mower County, Minnesota",0.09873086,0.90126914
"Murray County, Minnesota",0.072954787,0.927045213
"Nicollet County, Minnesota",0.051776867,0.948223133
"Nobles County, Minnesota",0.135873135,0.864126865
"Norman County, Minnesota",0.084039976,0.915960024
"Olmsted County, Minnesota",0.065736833,0.934263167
"Otter Tail County, Minnesota",0.06906546,0.93093454
"Pennington County, Minnesota",0.069286901,0.930713099
"Pine County, Minnesota",0.10446039,0.89553961
"Pipestone County, Minnesota",0.088977999,0.911022001
"Polk County, Minnesota",0.079947153,0.920052847
"Pope County, Minnesota",0.071421937,0.928578063
"Ramsey County, Minnesota",0.09710321,0.90289679
"Red Lake County, Minnesota",0.066121842,0.933878158
"Redwood County, Minnesota",0.089201878,0.910798122
"Renville County, Minnesota",0.076693029,0.923306971
"Rice County, Minnesota",0.081919855,0.918080145
"Rock County, Minnesota",0.079795178,0.920204822
"Roseau County, Minnesota",0.05605162,0.94394838
"St. Louis County, Minnesota",0.07448201,0.92551799
"Scott County, Minnesota",0.064108019,0.935891981
"Sherburne County, Minnesota",0.065396645,0.934603355
"Sibley County, Minnesota",0.066755853,0.933244147
"Stearns County, Minnesota",0.071790989,0.928209011
"Steele County, Minnesota",0.058222025,0.941777975
"Stevens County, Minnesota",0.045228731,0.954771269
"Swift County, Minnesota",0.071254632,0.928745368
"Todd County, Minnesota",0.129540051,0.870459949
"Traverse County, Minnesota",0.054977712,0.945022288
"Wabasha County, Minnesota",0.063536041,0.936463959
"Wadena County, Minnesota",0.080471705,0.919528295
"Waseca County, Minnesota",0.064923505,0.935076495
"Washington County, Minnesota",0.051699846,0.948300154
"Watonwan County, Minnesota",0.124375851,0.875624149
"Wilkin County, Minnesota",0.060464391,0.939535609
"Winona County, Minnesota",0.091400917,0.908599083
"Wright County, Minnesota",0.061470426,0.938529574
"Yellow Medicine County, Minnesota",0.083208918,0.916791082
"Adams County, Mississippi",0.199847899,0.800152101
"Alcorn County, Mississippi",0.184504858,0.815495142
"Amite County, Mississippi",0.149933898,0.850066102
"Attala County, Mississippi",0.153383934,0.846616066
"Benton County, Mississippi",0.171650577,0.828349423
"Bolivar County, Mississippi",0.189440713,0.810559287
"Calhoun County, Mississippi",0.173895309,0.826104691
"Carroll County, Mississippi",0.146914308,0.853085692
"Chickasaw County, Mississippi",0.174629228,0.825370772
"Choctaw County, Mississippi",0.165278281,0.834721719
"Claiborne County, Mississippi",0.21286387,0.78713613
"Clarke County, Mississippi",0.15572324,0.84427676
"Clay County, Mississippi",0.169440994,0.830559006
"Coahoma County, Mississippi",0.18028951,0.81971049
"Copiah County, Mississippi",0.199494337,0.800505663
"Covington County, Mississippi",0.165635238,0.834364762
"DeSoto County, Mississippi",0.139219621,0.860780379
"Forrest County, Mississippi",0.166340925,0.833659075
"Franklin County, Mississippi",0.188811189,0.811188811
"George County, Mississippi",0.188888394,0.811111606
"Greene County, Mississippi",0.214672442,0.785327558
"Grenada County, Mississippi",0.154957999,0.845042001
"Hancock County, Mississippi",0.208925988,0.791074012
"Harrison County, Mississippi",0.20161117,0.79838883
"Hinds County, Mississippi",0.175521896,0.824478104
"Holmes County, Mississippi",0.213030981,0.786969019
"Humphreys County, Mississippi",0.199401463,0.800598537
"Issaquena County, Mississippi",0.209839357,0.790160643
"Itawamba County, Mississippi",0.122162769,0.877837231
"Jackson County, Mississippi",0.183212658,0.816787342
"Jasper County, Mississippi",0.135730718,0.864269282
"Jefferson County, Mississippi",0.135944056,0.864055944
"Jefferson Davis County, Mississippi",0.230377846,0.769622154
"Jones County, Mississippi",0.16786688,0.83213312
"Kemper County, Mississippi",0.162400164,0.837599836
"Lafayette County, Mississippi",0.147113331,0.852886669
"Lamar County, Mississippi",0.152185711,0.847814289
"Lauderdale County, Mississippi",0.143707428,0.856292572
"Lawrence County, Mississippi",0.180816488,0.819183512
"Leake County, Mississippi",0.20345679,0.79654321
"Lee County, Mississippi",0.140428695,0.859571305
"Leflore County, Mississippi",0.212415663,0.787584337
"Lincoln County, Mississippi",0.149132543,0.850867457
"Lowndes County, Mississippi",0.172870412,0.827129588
"Madison County, Mississippi",0.094657804,0.905342196
"Marion County, Mississippi",0.178471029,0.821528971
"Marshall County, Mississippi",0.191874929,0.808125071
"Monroe County, Mississippi",0.142670376,0.857329624
"Montgomery County, Mississippi",0.138360593,0.861639407
"Neshoba County, Mississippi",0.193271246,0.806728754
"Newton County, Mississippi",0.154763013,0.845236987
"Noxubee County, Mississippi",0.222604601,0.777395399
"Oktibbeha County, Mississippi",0.126793861,0.873206139
"Panola County, Mississippi",0.160728355,0.839271645
"Pearl River County, Mississippi",0.199573772,0.800426228
"Perry County, Mississippi",0.211254765,0.788745235
"Pike County, Mississippi",0.166633029,0.833366971
"Pontotoc County, Mississippi",0.184977243,0.815022757
"Prentiss County, Mississippi",0.166746584,0.833253416
"Quitman County, Mississippi",0.222826087,0.777173913
"Rankin County, Mississippi",0.117998757,0.882001243
"Scott County, Mississippi",0.204539768,0.795460232
"Sharkey County, Mississippi",0.223871237,0.776128763
"Simpson County, Mississippi",0.183722233,0.816277767
"Smith County, Mississippi",0.13362016,0.86637984
"Stone County, Mississippi",0.177896798,0.822103202
"Sunflower County, Mississippi",0.202216406,0.797783594
"Tallahatchie County, Mississippi",0.155255631,0.844744369
"Tate County, Mississippi",0.152552638,0.847447362
"Tippah County, Mississippi",0.149151615,0.850848385
"Tishomingo County, Mississippi",0.170846965,0.829153035
"Tunica County, Mississippi",0.187241412,0.812758588
"Union County, Mississippi",0.183161059,0.816838941
"Walthall County, Mississippi",0.162340695,0.837659305
"Warren County, Mississippi",0.186209925,0.813790075
"Washington County, Mississippi",0.212138974,0.787861026
"Wayne County, Mississippi",0.180800078,0.819199922
"Webster County, Mississippi",0.155309512,0.844690488
"Wilkinson County, Mississippi",0.191211122,0.808788878
"Winston County, Mississippi",0.165606826,0.834393174
"Yalobusha County, Mississippi",0.13164557,0.86835443
"Yazoo County, Mississippi",0.186729277,0.813270723
"Adair County, Missouri",0.114968404,0.885031596
"Andrew County, Missouri",0.106907223,0.893092777
"Atchison County, Missouri",0.125626276,0.874373724
"Audrain County, Missouri",0.140515516,0.859484484
"Barry County, Missouri",0.184462726,0.815537274
"Barton County, Missouri",0.120137863,0.879862137
"Bates County, Missouri",0.152249135,0.847750865
"Benton County, Missouri",0.141470698,0.858529302
"Bollinger County, Missouri",0.115140673,0.884859327
"Boone County, Missouri",0.090449704,0.909550296
"Buchanan County, Missouri",0.140300264,0.859699736
"Butler County, Missouri",0.140750195,0.859249805
"Caldwell County, Missouri",0.110530413,0.889469587
"Callaway County, Missouri",0.115436656,0.884563344
"Camden County, Missouri",0.170234783,0.829765217
"Cape Girardeau County, Missouri",0.109723779,0.890276221
"Carroll County, Missouri",0.113781698,0.886218302
"Carter County, Missouri",0.17792,0.82208
"Cass County, Missouri",0.107706546,0.892293454
"Cedar County, Missouri",0.199752403,0.800247597
"Chariton County, Missouri",0.08631467,0.91368533
"Christian County, Missouri",0.134197988,0.865802012
"Clark County, Missouri",0.158092486,0.841907514
"Clay County, Missouri",0.101209407,0.898790593
"Clinton County, Missouri",0.137630662,0.862369338
"Cole County, Missouri",0.096270134,0.903729866
"Cooper County, Missouri",0.119398327,0.880601673
"Crawford County, Missouri",0.134817183,0.865182817
"Dade County, Missouri",0.187160101,0.812839899
"Dallas County, Missouri",0.211281303,0.788718697
"Daviess County, Missouri",0.223966638,0.776033362
"DeKalb County, Missouri",0.100074922,0.899925078
"Dent County, Missouri",0.186435209,0.813564791
"Douglas County, Missouri",0.184852089,0.815147911
"Dunklin County, Missouri",0.166672029,0.833327971
"Franklin County, Missouri",0.107747512,0.892252488
"Gasconade County, Missouri",0.100346021,0.899653979
"Gentry County, Missouri",0.140292653,0.859707347
"Greene County, Missouri",0.146852111,0.853147889
"Grundy County, Missouri",0.161763249,0.838236751
"Harrison County, Missouri",0.120645611,0.879354389
"Henry County, Missouri",0.138684463,0.861315537
"Hickory County, Missouri",0.191256831,0.808743169
"Holt County, Missouri",0.122489083,0.877510917
"Howard County, Missouri",0.104378109,0.895621891
"Howell County, Missouri",0.137023979,0.862976021
"Iron County, Missouri",0.161578113,0.838421887
"Jackson County, Missouri",0.155948622,0.844051378
"Jasper County, Missouri",0.172190345,0.827809655
"Jefferson County, Missouri",0.105575169,0.894424831
"Johnson County, Missouri",0.109397667,0.890602333
"Knox County, Missouri",0.227794411,0.772205589
"Laclede County, Missouri",0.173042983,0.826957017
"Lafayette County, Missouri",0.107805433,0.892194567
"Lawrence County, Missouri",0.154948262,0.845051738
"Lewis County, Missouri",0.095725467,0.904274533
"Lincoln County, Missouri",0.11832522,0.88167478
"Linn County, Missouri",0.148067457,0.851932543
"Livingston County, Missouri",0.128419674,0.871580326
"McDonald County, Missouri",0.209515419,0.790484581
"Macon County, Missouri",0.138576779,0.861423221
"Madison County, Missouri",0.166160663,0.833839337
"Maries County, Missouri",0.146447237,0.853552763
"Marion County, Missouri",0.133852943,0.866147057
"Mercer County, Missouri",0.161684783,0.838315217
"Miller County, Missouri",0.156421181,0.843578819
"Mississippi County, Missouri",0.200686374,0.799313626
"Moniteau County, Missouri",0.164230019,0.835769981
"Monroe County, Missouri",0.154803443,0.845196557
"Montgomery County, Missouri",0.134135929,0.865864071
"Morgan County, Missouri",0.233789589,0.766210411
"New Madrid County, Missouri",0.195255875,0.804744125
"Newton County, Missouri",0.160625604,0.839374396
"Nodaway County, Missouri",0.108618918,0.891381082
"Oregon County, Missouri",0.174654378,0.825345622
"Osage County, Missouri",0.074758842,0.925241158
"Ozark County, Missouri",0.166701549,0.833298451
"Pemiscot County, Missouri",0.178104483,0.821895517
"Perry County, Missouri",0.073843037,0.926156963
"Pettis County, Missouri",0.160226725,0.839773275
"Phelps County, Missouri",0.122489142,0.877510858
"Pike County, Missouri",0.143120393,0.856879607
"Platte County, Missouri",0.081711636,0.918288364
"Polk County, Missouri",0.13613128,0.86386872
"Pulaski County, Missouri",0.125980503,0.874019497
"Putnam County, Missouri",0.156527119,0.843472881
"Ralls County, Missouri",0.124803304,0.875196696
"Randolph County, Missouri",0.133298911,0.866701089
"Ray County, Missouri",0.096338102,0.903661898
"Reynolds County, Missouri",0.144128933,0.855871067
"Ripley County, Missouri",0.184363142,0.815636858
"St. Charles County, Missouri",0.072075695,0.927924305
"St. Clair County, Missouri",0.175825346,0.824174654
"Ste. Genevieve County, Missouri",0.083108564,0.916891436
"St. Francois County, Missouri",0.138424043,0.861575957
"St. Louis County, Missouri",0.095539925,0.904460075
"Saline County, Missouri",0.105697807,0.894302193
"Schuyler County, Missouri",0.195065714,0.804934286
"Scotland County, Missouri",0.333333333,0.666666667
"Scott County, Missouri",0.131439502,0.868560498
"Shannon County, Missouri",0.169665499,0.830334501
"Shelby County, Missouri",0.143426295,0.856573705
"Stoddard County, Missouri",0.162536493,0.837463507
"Stone County, Missouri",0.167877861,0.832122139
"Sullivan County, Missouri",0.140675613,0.859324387
"Taney County, Missouri",0.228165213,0.771834787
"Texas County, Missouri",0.154119494,0.845880506
"Vernon County, Missouri",0.173758173,0.826241827
"Warren County, Missouri",0.11080502,0.88919498
"Washington County, Missouri",0.173509713,0.826490287
"Wayne County, Missouri",0.16378012,0.83621988
"Webster County, Missouri",0.214325795,0.785674205
"Worth County, Missouri",0.154487494,0.845512506
"Wright County, Missouri",0.179945504,0.820054496
"St. Louis city, Missouri",0.178281535,0.821718465
"Beaverhead County, Montana",0.112312903,0.887687097
"Big Horn County, Montana",0.416042037,0.583957963
"Blaine County, Montana",0.333025546,0.666974454
"Broadwater County, Montana",0.147334868,0.852665132
"Carbon County, Montana",0.141419126,0.858580874
"Carter County, Montana",0.227004219,0.772995781
"Cascade County, Montana",0.142769459,0.857230541
"Chouteau County, Montana",0.213743094,0.786256906
"Custer County, Montana",0.118061523,0.881938477
"Daniels County, Montana",0.07367829,0.92632171
"Dawson County, Montana",0.106154715,0.893845285
"Deer Lodge County, Montana",0.146556598,0.853443402
"Fallon County, Montana",0.12160804,0.87839196
"Fergus County, Montana",0.14945797,0.85054203
"Flathead County, Montana",0.189523384,0.810476616
"Gallatin County, Montana",0.125293826,0.874706174
"Garfield County, Montana",0.183561644,0.816438356
"Glacier County, Montana",0.371667654,0.628332346
"Golden Valley County, Montana",0.147696477,0.852303523
"Granite County, Montana",0.153127015,0.846872985
"Hill County, Montana",0.204084136,0.795915864
"Jefferson County, Montana",0.107563025,0.892436975
"Judith Basin County, Montana",0.15916955,0.84083045
"Lake County, Montana",0.255892373,0.744107627
"Lewis and Clark County, Montana",0.105252491,0.894747509
"Liberty County, Montana",0.14816493,0.85183507
"Lincoln County, Montana",0.218287554,0.781712446
"McCone County, Montana",0.082758621,0.917241379
"Madison County, Montana",0.167275574,0.832724426
"Meagher County, Montana",0.241862794,0.758137206
"Mineral County, Montana",0.252644231,0.747355769
"Missoula County, Montana",0.160298356,0.839701644
"Musselshell County, Montana",0.120609395,0.879390605
"Park County, Montana",0.167835317,0.832164683
"Petroleum County, Montana",0.255623722,0.744376278
"Phillips County, Montana",0.175054178,0.824945822
"Pondera County, Montana",0.175849179,0.824150821
"Powder River County, Montana",0.1829559,0.8170441
"Powell County, Montana",0.142002176,0.857997824
"Prairie County, Montana",0.152019002,0.847980998
"Ravalli County, Montana",0.192925089,0.807074911
"Richland County, Montana",0.192239198,0.807760802
"Roosevelt County, Montana",0.286866792,0.713133208
"Rosebud County, Montana",0.230436662,0.769563338
"Sanders County, Montana",0.243171101,0.756828899
"Sheridan County, Montana",0.088354577,0.911645423
"Silver Bow County, Montana",0.167680586,0.832319414
"Stillwater County, Montana",0.104250902,0.895749098
"Sweet Grass County, Montana",0.131197772,0.868802228
"Teton County, Montana",0.154601431,0.845398569
"Toole County, Montana",0.211678832,0.788321168
"Treasure County, Montana",0.105124836,0.894875164
"Valley County, Montana",0.135805799,0.864194201
"Wheatland County, Montana",0.115734099,0.884265901
"Wibaux County, Montana",0.139004149,0.860995851
"Yellowstone County, Montana",0.147962931,0.852037069
"Adams County, Nebraska",0.115446475,0.884553525
"Antelope County, Nebraska",0.100279851,0.899720149
"Arthur County, Nebraska",0.125,0.875
"Banner County, Nebraska",0.152284264,0.847715736
"Blaine County, Nebraska",0.296296296,0.703703704
"Boone County, Nebraska",0.071091835,0.928908165
"Box Butte County, Nebraska",0.108605821,0.891394179
"Boyd County, Nebraska",0.120529152,0.879470848
"Brown County, Nebraska",0.123152709,0.876847291
"Buffalo County, Nebraska",0.083637996,0.916362004
"Burt County, Nebraska",0.104943888,0.895056112
"Butler County, Nebraska",0.085917392,0.914082608
"Cass County, Nebraska",0.071569218,0.928430782
"Cedar County, Nebraska",0.088091354,0.911908646
"Chase County, Nebraska",0.12863706,0.87136294
"Cherry County, Nebraska",0.130205588,0.869794412
"Cheyenne County, Nebraska",0.082553106,0.917446894
"Clay County, Nebraska",0.113010446,0.886989554
"Colfax County, Nebraska",0.1493756,0.8506244
"Cuming County, Nebraska",0.090970199,0.909029801
"Custer County, Nebraska",0.119797525,0.880202475
"Dakota County, Nebraska",0.168174123,0.831825877
"Dawes County, Nebraska",0.154721149,0.845278851
"Dawson County, Nebraska",0.140123663,0.859876337
"Deuel County, Nebraska",0.148186528,0.851813472
"Dixon County, Nebraska",0.113389626,0.886610374
"Dodge County, Nebraska",0.122109747,0.877890253
"Douglas County, Nebraska",0.124401385,0.875598615
"Dundy County, Nebraska",0.149300156,0.850699844
"Fillmore County, Nebraska",0.087169264,0.912830736
"Franklin County, Nebraska",0.115061409,0.884938591
"Frontier County, Nebraska",0.102574257,0.897425743
"Furnas County, Nebraska",0.104205511,0.895794489
"Gage County, Nebraska",0.072394627,0.927605373
"Garden County, Nebraska",0.180474934,0.819525066
"Garfield County, Nebraska",0.128058303,0.871941697
"Gosper County, Nebraska",0.106122449,0.893877551
"Grant County, Nebraska",0.154083205,0.845916795
"Greeley County, Nebraska",0.122614698,0.877385302
"Hall County, Nebraska",0.162654555,0.837345445
"Hamilton County, Nebraska",0.062325477,0.937674523
"Harlan County, Nebraska",0.108306428,0.891693572
"Hayes County, Nebraska",0.2069869,0.7930131
"Hitchcock County, Nebraska",0.15815428,0.84184572
"Holt County, Nebraska",0.100214258,0.899785742
"Hooker County, Nebraska",0.072507553,0.927492447
"Howard County, Nebraska",0.059020045,0.940979955
"Jefferson County, Nebraska",0.100677507,0.899322493
"Johnson County, Nebraska",0.110949612,0.889050388
"Kearney County, Nebraska",0.085878158,0.914121842
"Keith County, Nebraska",0.141135972,0.858864028
"Keya Paha County, Nebraska",0.079622132,0.920377868
"Kimball County, Nebraska",0.158562939,0.841437061
"Knox County, Nebraska",0.114785526,0.885214474
"Lancaster County, Nebraska",0.102492443,0.897507557
"Lincoln County, Nebraska",0.105766534,0.894233466
"Logan County, Nebraska",0.133333333,0.866666667
"Loup County, Nebraska",0.109123435,0.890876565
"McPherson County, Nebraska",0.016431925,0.983568075
"Madison County, Nebraska",0.121762861,0.878237139
"Merrick County, Nebraska",0.100234619,0.899765381
"Morrill County, Nebraska",0.147753396,0.852246604
"Nance County, Nebraska",0.112136465,0.887863535
"Nemaha County, Nebraska",0.087213391,0.912786609
"Nuckolls County, Nebraska",0.111492674,0.888507326
"Otoe County, Nebraska",0.087105757,0.912894243
"Pawnee County, Nebraska",0.177187154,0.822812846
"Perkins County, Nebraska",0.101174033,0.898825967
"Phelps County, Nebraska",0.069027142,0.930972858
